transactionid,customerid,franchiseid,datetime,product,quantity,unitprice,totalprice,paymentmethod,cardnumber
1000302,2000211,3000007,2024-05-12 13:54:42.692,Outback Oatmeal,2,3,6,visa,4725618243167348
1000303,2000179,3000045,2024-05-04 23:41:07.938,Pearly Pies,6,3,18,mastercard,5507405891385484
1000304,2000139,3000036,2024-05-12 16:37:50.377,Orchard Oasis,10,3,30,visa,4894869800405564
1000305,2000142,3000034,2024-05-15 19:12:01.289,Orchard Oasis,4,3,12,amex,346041855978349
1000308,2000141,3000019,2024-05-08 21:58:41.66,Golden Gate Ginger,7,3,21,visa,4472166458591518
1000309,2000253,3000006,2024-05-04 21:55:50.731,Pearly Pies,4,3,12,amex,348139765333429
1000310,2000260,3000031,2024-05-14 03:46:08.085,Golden Gate Ginger,3,3,9,visa,4500355106677441
1000311,2000093,3000022,2024-05-06 13:53:14.078,Austin Almond Biscotti,10,3,30,amex,341011309061096
1000312,2000132,3000031,2024-05-01 17:05:32.887,Austin Almond Biscotti,7,3,21,amex,370362868557808
1000313,2000299,3000018,2024-05-13 15:37:49.894,Austin Almond Biscotti,2,3,6,amex,342320271203704
1000314,2000181,3000008,2024-05-11 18:48:09.374,Orchard Oasis,4,3,12,amex,348878003370012
1000315,2000054,3000006,2024-05-05 14:04:04.536,Austin Almond Biscotti,5,3,15,amex,344187909940124
1000316,2000114,3000031,2024-05-06 06:54:13.922,Golden Gate Ginger,3,3,9,visa,4754433201089656
1000318,2000225,3000007,2024-05-02 05:17:12.958,Golden Gate Ginger,3,3,9,amex,345665192244741
1000319,2000232,3000036,2024-05-16 04:05:19.473,Orchard Oasis,8,3,24,visa,4184063870216304
1000321,2000155,3000012,2024-05-13 02:03:52.226,Tokyo Tidbits,6,3,18,mastercard,2720463807296079
1000322,2000141,3000016,2024-05-04 01:22:55.364,Outback Oatmeal,4,3,12,amex,345248084599942
1000323,2000213,3000036,2024-05-14 16:52:29.34,Outback Oatmeal,4,3,12,amex,375028479800441
1000324,2000145,3000011,2024-05-11 13:49:21.084,Austin Almond Biscotti,2,3,6,amex,343888600988020
1000325,2000282,3000043,2024-05-10 22:27:21.384,Austin Almond Biscotti,1,3,3,amex,340887630767795
1000326,2000118,3000015,2024-05-16 05:57:04.478,Tokyo Tidbits,4,3,12,visa,4807921703149579
1000327,2000287,3000005,2024-05-07 17:10:42.706,Orchard Oasis,3,3,9,mastercard,2385704070336993
1000328,2000016,3000016,2024-05-16 08:27:52.915,Golden Gate Ginger,4,3,12,mastercard,2252912919514395
1000329,2000091,3000023,2024-05-17 01:42:57.257,Tokyo Tidbits,8,3,24,amex,372085333341569
1000330,2000029,3000045,2024-05-14 23:17:15.03,Tokyo Tidbits,7,3,21,amex,347930025659962
1000332,2000228,3000042,2024-05-07 11:32:12.864,Golden Gate Ginger,1,3,3,amex,372552413208984
1000333,2000058,3000032,2024-05-05 18:51:23.284,Golden Gate Ginger,7,3,21,amex,373022810258411
1000334,2000194,3000035,2024-05-15 12:28:43.749,Austin Almond Biscotti,10,3,30,amex,344606633842579
1000335,2000133,3000006,2024-05-08 03:45:32.39,Tokyo Tidbits,1,3,3,mastercard,2295791525640045
1000336,2000228,3000031,2024-05-08 22:33:01.154,Austin Almond Biscotti,7,3,21,visa,4848869966858785
1000337,2000273,3000011,2024-05-01 08:59:31.947,Outback Oatmeal,4,3,12,amex,349324745129159
1000338,2000248,3000036,2024-05-14 06:17:05.558,Tokyo Tidbits,10,3,30,mastercard,5560355369008981
1000339,2000018,3000041,2024-05-04 05:00:59.49,Pearly Pies,4,3,12,visa,4224782481736622
1000340,2000079,3000015,2024-05-15 02:35:39.656,Austin Almond Biscotti,7,3,21,visa,4911260986652972
1000341,2000196,3000007,2024-05-01 04:36:43.191,Austin Almond Biscotti,8,3,24,visa,4701714268612496
1000342,2000028,3000013,2024-05-02 19:52:27.721,Outback Oatmeal,8,3,24,amex,378188078268023
1000344,2000222,3000009,2024-05-04 02:15:24.294,Outback Oatmeal,1,3,3,visa,4999446464380450
1000345,2000156,3000012,2024-05-05 19:10:33.853,Golden Gate Ginger,9,3,27,amex,372513422391013
1000346,2000070,3000041,2024-05-10 19:26:48.633,Golden Gate Ginger,5,3,15,mastercard,5205167609722219
1000348,2000202,3000023,2024-05-05 02:31:10.691,Tokyo Tidbits,2,3,6,mastercard,2244962900400196
1000349,2000176,3000019,2024-05-09 06:55:50.04,Austin Almond Biscotti,2,3,6,amex,377276547917337
1000350,2000297,3000013,2024-05-13 20:32:10.411,Orchard Oasis,6,3,18,visa,4025802452107859
1000352,2000242,3000032,2024-05-11 07:54:06.339,Tokyo Tidbits,6,3,18,visa,4155423127589371
1000353,2000264,3000030,2024-05-12 00:48:42.596,Tokyo Tidbits,7,3,21,amex,341167453795135
1000354,2000128,3000042,2024-05-16 08:55:54.136,Outback Oatmeal,9,3,27,visa,4522011198181107
1000355,2000010,3000015,2024-05-09 17:28:29.917,Austin Almond Biscotti,4,3,12,visa,4130966114052654
1000356,2000247,3000025,2024-05-04 02:33:24.893,Tokyo Tidbits,7,3,21,amex,373409270024641
1000357,2000288,3000026,2024-05-13 10:30:45.579,Pearly Pies,5,3,15,mastercard,2720511986067396
1000358,2000000,3000025,2024-05-12 07:22:48.53,Outback Oatmeal,1,3,3,mastercard,2713021469550834
1000360,2000144,3000038,2024-05-10 06:24:46.1,Outback Oatmeal,2,3,6,mastercard,2645367056484942
1000362,2000113,3000033,2024-05-02 07:11:30.287,Pearly Pies,1,3,3,mastercard,2293074611149052
1000363,2000109,3000010,2024-05-11 14:48:53.067,Tokyo Tidbits,8,3,24,visa,4109756326064101
1000366,2000276,3000017,2024-05-14 22:56:13.314,Outback Oatmeal,4,3,12,amex,375146577370818
1000367,2000064,3000042,2024-05-14 07:04:18.732,Pearly Pies,2,3,6,mastercard,2249419316016343
1000368,2000280,3000007,2024-05-10 12:42:05.007,Tokyo Tidbits,8,3,24,amex,372379928465846
1000370,2000107,3000036,2024-05-08 12:34:09.979,Pearly Pies,5,3,15,amex,373944378088304
1000372,2000284,3000043,2024-05-13 05:04:27.42,Outback Oatmeal,2,3,6,visa,4280185368213437
1000373,2000097,3000005,2024-05-02 21:28:13.522,Outback Oatmeal,10,3,30,visa,4749975072660898
1000374,2000212,3000029,2024-05-08 03:57:09.127,Austin Almond Biscotti,7,3,21,amex,344619508222900
1000375,2000192,3000042,2024-05-15 00:00:57.44,Golden Gate Ginger,4,3,12,mastercard,2298481799010516
1000376,2000015,3000007,2024-05-05 08:18:54.484,Golden Gate Ginger,10,3,30,amex,347572199892225
1000377,2000137,3000031,2024-05-02 14:35:41.491,Outback Oatmeal,4,3,12,mastercard,5253137991806905
1000378,2000241,3000045,2024-05-17 10:47:28.238,Tokyo Tidbits,1,3,3,mastercard,2255870688787476
1000379,2000123,3000045,2024-05-12 11:10:11.165,Austin Almond Biscotti,3,3,9,mastercard,5361312700512925
1000380,2000155,3000044,2024-05-10 05:43:07.821,Golden Gate Ginger,9,3,27,mastercard,5472173535330297
1000381,2000021,3000016,2024-05-08 03:57:14.542,Orchard Oasis,1,3,3,mastercard,5239227149810609
1000382,2000247,3000005,2024-05-05 08:33:09.862,Golden Gate Ginger,7,3,21,amex,375415840807512
1000383,2000036,3000041,2024-05-11 15:59:20.86,Golden Gate Ginger,7,3,21,mastercard,5267046930974092
1000386,2000025,3000022,2024-05-08 10:07:06.67,Golden Gate Ginger,7,3,21,amex,345807875384903
1000388,2000045,3000045,2024-05-02 20:52:29.867,Golden Gate Ginger,2,3,6,amex,371548396375387
1000389,2000268,3000018,2024-05-13 19:40:20.758,Golden Gate Ginger,5,3,15,amex,342131383432648
1000391,2000130,3000001,2024-05-15 22:49:37.033,Pearly Pies,9,3,27,amex,340688620864083
1000392,2000283,3000045,2024-05-14 21:16:43.723,Golden Gate Ginger,2,3,6,mastercard,5143157884416699
1000393,2000137,3000038,2024-05-10 17:47:38.832,Outback Oatmeal,8,3,24,visa,4943015796070035
1000394,2000131,3000004,2024-05-13 21:21:48.059,Tokyo Tidbits,5,3,15,mastercard,2643883898469133
1000396,2000242,3000037,2024-05-09 18:51:09.633,Outback Oatmeal,4,3,12,mastercard,5530056556473445
1000397,2000094,3000018,2024-05-03 01:19:20.987,Austin Almond Biscotti,10,3,30,amex,378286814720677
1000398,2000286,3000019,2024-05-06 01:26:39.368,Golden Gate Ginger,9,3,27,mastercard,2383595728140536
1000400,2000128,3000030,2024-05-06 04:47:52.141,Pearly Pies,5,3,15,amex,371896329809331
1000403,2000257,3000017,2024-05-06 08:37:04.258,Tokyo Tidbits,10,3,30,mastercard,2268899607585369
1000404,2000045,3000018,2024-05-12 11:32:06.736,Pearly Pies,8,3,24,visa,4936073132662626
1000405,2000241,3000013,2024-05-01 03:15:11.544,Pearly Pies,8,3,24,visa,4590475748673581
1000406,2000053,3000006,2024-05-12 10:41:02.777,Pearly Pies,3,3,9,amex,377768804536842
1000407,2000287,3000045,2024-05-15 02:34:21.563,Outback Oatmeal,5,3,15,amex,348465117798245
1000408,2000006,3000024,2024-05-05 23:23:35.165,Austin Almond Biscotti,9,3,27,visa,4613175376615549
1000409,2000134,3000018,2024-05-08 19:15:05.371,Outback Oatmeal,3,3,9,amex,376751147410694
1000410,2000148,3000001,2024-05-05 11:31:32.149,Orchard Oasis,3,3,9,visa,4602533472292345
1000412,2000170,3000036,2024-05-01 12:51:34.241,Tokyo Tidbits,10,3,30,amex,340531653203730
1000413,2000182,3000045,2024-05-10 22:50:35.656,Orchard Oasis,6,3,18,visa,4234977118361707
1000414,2000221,3000004,2024-05-13 23:37:22.358,Outback Oatmeal,1,3,3,amex,349320696268186
1000832,2000288,3000023,2024-05-06 14:01:07.472,Austin Almond Biscotti,10,3,30,mastercard,2252969897906704
1000833,2000293,3000007,2024-05-11 16:58:28.955,Orchard Oasis,6,3,18,amex,374800305750573
1000834,2000036,3000031,2024-05-16 23:32:00.157,Outback Oatmeal,9,3,27,amex,370296509638587
1000835,2000037,3000009,2024-05-17 03:10:26.035,Austin Almond Biscotti,6,3,18,amex,374228095673419
1000836,2000083,3000018,2024-05-11 23:56:05.317,Tokyo Tidbits,2,3,6,visa,4881313201490433
1000837,2000193,3000033,2024-05-01 19:55:56.1,Orchard Oasis,8,3,24,visa,4343238424795239
1000838,2000076,3000023,2024-05-05 02:07:56.266,Austin Almond Biscotti,8,3,24,amex,347934148702055
1000840,2000207,3000042,2024-05-02 14:41:38.987,Orchard Oasis,6,3,18,mastercard,2266667792392079
1000842,2000031,3000026,2024-05-03 19:02:26.948,Pearly Pies,7,3,21,visa,4266121040247137
1000844,2000083,3000033,2024-05-13 01:52:49.481,Outback Oatmeal,9,3,27,mastercard,2286956558864025
1000845,2000134,3000025,2024-05-02 13:36:35.765,Golden Gate Ginger,8,3,24,visa,4004759110578217
1000846,2000170,3000023,2024-05-07 07:29:44.29,Pearly Pies,3,3,9,amex,348078643222927
1000848,2000137,3000004,2024-05-07 13:35:21.237,Orchard Oasis,9,3,27,amex,349883280174144
1000849,2000269,3000001,2024-05-02 00:15:39.904,Outback Oatmeal,5,3,15,visa,4065350182485782
1000851,2000085,3000004,2024-05-07 10:39:30.336,Tokyo Tidbits,7,3,21,amex,374204385143256
1000855,2000147,3000033,2024-05-16 18:26:05.007,Austin Almond Biscotti,9,3,27,amex,345592080716038
1000856,2000186,3000022,2024-05-17 00:52:58.93,Pearly Pies,5,3,15,mastercard,5157885480216831
1000857,2000110,3000018,2024-05-12 21:20:57.327,Outback Oatmeal,5,3,15,amex,376167299683766
1000859,2000032,3000035,2024-05-05 03:04:51.717,Austin Almond Biscotti,9,3,27,mastercard,2227363304514719
1000861,2000086,3000013,2024-05-04 22:48:22.649,Pearly Pies,5,3,15,mastercard,2287676949995143
1000862,2000156,3000029,2024-05-06 04:51:30.145,Outback Oatmeal,6,3,18,visa,4829522493095818
1000863,2000094,3000030,2024-05-10 21:10:37.381,Tokyo Tidbits,1,3,3,mastercard,2245078426761562
1000865,2000206,3000029,2024-05-03 08:52:22.533,Golden Gate Ginger,1,3,3,mastercard,5209519825063727
1000867,2000077,3000035,2024-05-06 17:00:42.796,Orchard Oasis,4,3,12,visa,4468008103469441
1000869,2000061,3000010,2024-05-03 10:09:51.514,Orchard Oasis,8,3,24,amex,347544637440560
1000870,2000173,3000036,2024-05-01 07:05:09.757,Pearly Pies,4,3,12,mastercard,2586631660888033
1000871,2000183,3000045,2024-05-09 13:20:13.198,Outback Oatmeal,2,3,6,visa,4922520419893759
1000872,2000191,3000034,2024-05-05 15:26:34.341,Tokyo Tidbits,5,3,15,amex,378928219729874
1000873,2000138,3000025,2024-05-13 09:04:05.156,Tokyo Tidbits,10,3,30,visa,4523235816004024
1000874,2000202,3000017,2024-05-06 22:09:48.136,Orchard Oasis,10,3,30,visa,4707509641347768
1000875,2000118,3000026,2024-05-12 13:27:54.564,Outback Oatmeal,5,3,15,visa,4861959736597771
1000876,2000031,3000033,2024-05-01 21:42:27.641,Austin Almond Biscotti,6,3,18,mastercard,2710538202452286
1000877,2000252,3000013,2024-05-13 12:57:51.403,Golden Gate Ginger,2,3,6,amex,379129186100848
1000878,2000149,3000040,2024-05-05 08:51:14.229,Orchard Oasis,3,3,9,visa,4062734621355230
1000879,2000239,3000013,2024-05-12 05:49:46.32,Pearly Pies,1,3,3,visa,4442078423916919
1000880,2000132,3000041,2024-05-05 23:46:55.417,Tokyo Tidbits,7,3,21,visa,4367228410311654
1000881,2000232,3000037,2024-05-03 08:45:08.773,Golden Gate Ginger,8,3,24,amex,344206275006185
1000882,2000230,3000042,2024-05-11 15:28:13.489,Austin Almond Biscotti,2,3,6,visa,4307398673963179
1000886,2000062,3000045,2024-05-05 15:18:46.535,Golden Gate Ginger,10,3,30,amex,343297117958668
1000887,2000278,3000015,2024-05-08 07:01:13.838,Pearly Pies,1,3,3,visa,4288963940968096
1000888,2000053,3000041,2024-05-12 11:48:48.947,Orchard Oasis,10,3,30,visa,4325339871569986
1000889,2000261,3000023,2024-05-15 21:51:10.693,Golden Gate Ginger,8,3,24,visa,4309514047575014
1000890,2000260,3000006,2024-05-12 10:31:20.5,Austin Almond Biscotti,6,3,18,amex,374359259281465
1000892,2000073,3000026,2024-05-12 22:36:49.963,Golden Gate Ginger,2,3,6,amex,346900293699959
1000893,2000218,3000024,2024-05-03 17:49:22.831,Orchard Oasis,5,3,15,amex,375621963566278
1000895,2000029,3000017,2024-05-05 18:37:32.025,Golden Gate Ginger,1,3,3,mastercard,2234387786050281
1000896,2000273,3000038,2024-05-09 09:44:11.312,Orchard Oasis,2,3,6,mastercard,5259123119778295
1000897,2000104,3000024,2024-05-02 10:27:00.198,Tokyo Tidbits,9,3,27,amex,347244020766933
1000898,2000272,3000003,2024-05-11 18:15:20.836,Austin Almond Biscotti,4,3,12,amex,342578861702050
1000900,2000000,3000006,2024-05-02 00:47:33.593,Austin Almond Biscotti,3,3,9,visa,4913317209913504
1000902,2000004,3000010,2024-05-04 11:35:49.002,Pearly Pies,9,3,27,mastercard,2707761793688382
1000903,2000230,3000011,2024-05-14 01:40:06.588,Austin Almond Biscotti,9,3,27,mastercard,2701396551798747
1000904,2000262,3000006,2024-05-02 12:11:46.997,Orchard Oasis,8,3,24,mastercard,5493951975110401
1000906,2000271,3000018,2024-05-15 09:04:40.183,Pearly Pies,3,3,9,amex,346157434184827
1000907,2000171,3000023,2024-05-12 15:24:11.498,Golden Gate Ginger,2,3,6,visa,4027310206385225
1000908,2000229,3000013,2024-05-16 11:23:48.895,Golden Gate Ginger,2,3,6,mastercard,2299549697374439
1000909,2000021,3000009,2024-05-08 11:03:51.523,Tokyo Tidbits,5,3,15,visa,4864260197576439
1000910,2000200,3000006,2024-05-13 02:26:04.795,Tokyo Tidbits,6,3,18,mastercard,2296173767222668
1000912,2000054,3000035,2024-05-02 12:11:28.941,Tokyo Tidbits,5,3,15,mastercard,5292101347196935
1000913,2000209,3000029,2024-05-13 06:42:34.965,Orchard Oasis,1,3,3,mastercard,5188236682984557
1000914,2000103,3000015,2024-05-08 17:29:57.621,Golden Gate Ginger,7,3,21,mastercard,2231750691877861
1000915,2000038,3000018,2024-05-03 22:13:39.231,Tokyo Tidbits,2,3,6,amex,346023676028140
1000916,2000028,3000045,2024-05-06 05:39:12.226,Austin Almond Biscotti,5,3,15,visa,4274652638775626
1000918,2000209,3000015,2024-05-09 12:03:56.297,Orchard Oasis,3,3,9,mastercard,2254943404128183
1000919,2000086,3000031,2024-05-06 16:08:53.576,Orchard Oasis,3,3,9,mastercard,2223070462398249
1000920,2000112,3000026,2024-05-05 21:02:12.388,Tokyo Tidbits,7,3,21,visa,4577106666631601
1000921,2000231,3000037,2024-05-06 14:56:45.315,Golden Gate Ginger,7,3,21,mastercard,2254408231751532
1000923,2000068,3000027,2024-05-01 22:40:21.38,Outback Oatmeal,5,3,15,visa,4177242623584833
1000924,2000022,3000017,2024-05-10 19:09:02.385,Golden Gate Ginger,7,3,21,amex,376446999012546
1000925,2000112,3000003,2024-05-03 03:07:40.114,Outback Oatmeal,6,3,18,visa,4338451040859860
1000926,2000141,3000022,2024-05-09 16:23:49.425,Golden Gate Ginger,6,3,18,visa,4348541029893597
1000927,2000085,3000015,2024-05-05 01:28:17.213,Outback Oatmeal,9,3,27,mastercard,2479918536495832
1000928,2000184,3000044,2024-05-08 22:57:06.735,Pearly Pies,2,3,6,visa,4222966236732158
1000929,2000224,3000017,2024-05-11 13:14:00.937,Tokyo Tidbits,5,3,15,mastercard,2290051919633675
1000930,2000049,3000032,2024-05-03 17:15:21.815,Outback Oatmeal,3,3,9,mastercard,2715605956582587
1000931,2000082,3000043,2024-05-04 22:08:52.418,Pearly Pies,4,3,12,amex,343386967374918
1000932,2000090,3000022,2024-05-07 07:19:29.155,Austin Almond Biscotti,5,3,15,mastercard,2259127883700192
1000933,2000172,3000038,2024-05-09 23:38:32.161,Orchard Oasis,4,3,12,amex,341220482436831
1000934,2000043,3000033,2024-05-13 06:19:23.668,Golden Gate Ginger,2,3,6,visa,4184282583580893
1000935,2000033,3000009,2024-05-09 11:56:12.213,Tokyo Tidbits,2,3,6,visa,4019471596335954
1000936,2000214,3000024,2024-05-05 17:36:49.299,Outback Oatmeal,7,3,21,amex,340988260032417
1000937,2000051,3000032,2024-05-15 15:08:10.747,Orchard Oasis,3,3,9,amex,342886341485489
1000938,2000052,3000016,2024-05-16 17:42:25.582,Outback Oatmeal,5,3,15,visa,4348605618704844
1000940,2000220,3000036,2024-05-10 08:23:31.358,Tokyo Tidbits,1,3,3,visa,4735211287003351
1000941,2000230,3000032,2024-05-02 15:31:01.136,Outback Oatmeal,9,3,27,amex,370592213054107
1000942,2000091,3000025,2024-05-08 05:23:44.986,Outback Oatmeal,5,3,15,visa,4027738718281393
1000943,2000079,3000011,2024-05-03 08:52:45.053,Austin Almond Biscotti,7,3,21,mastercard,2256968653066626
1000944,2000189,3000031,2024-05-11 21:52:27.66,Golden Gate Ginger,2,3,6,visa,4213525526209854
1000945,2000193,3000031,2024-05-02 16:02:12.465,Golden Gate Ginger,7,3,21,amex,375273968836981
1000946,2000079,3000015,2024-05-09 16:00:36.746,Outback Oatmeal,1,3,3,amex,372371847022675
1000947,2000056,3000004,2024-05-04 07:20:18.27,Outback Oatmeal,3,3,9,visa,4688627509112299
1000948,2000069,3000036,2024-05-13 13:48:32.934,Outback Oatmeal,5,3,15,amex,373121614181215
1000949,2000090,3000042,2024-05-17 01:15:22.774,Pearly Pies,7,3,21,visa,4201840795200177
1000950,2000141,3000007,2024-05-04 11:28:39.756,Orchard Oasis,3,3,9,mastercard,2269249106463032
1000951,2000023,3000031,2024-05-06 19:51:20.117,Golden Gate Ginger,2,3,6,visa,4947133409268981
1000952,2000235,3000003,2024-05-14 20:55:43.318,Austin Almond Biscotti,4,3,12,mastercard,5383607369261878
1000953,2000025,3000006,2024-05-13 10:25:41.331,Pearly Pies,3,3,9,mastercard,2233703372407290
1000954,2000224,3000026,2024-05-10 08:07:16.677,Golden Gate Ginger,3,3,9,mastercard,5137852462962928
1000955,2000243,3000001,2024-05-06 23:49:59.951,Tokyo Tidbits,9,3,27,visa,4992249716801027
1000956,2000083,3000007,2024-05-07 19:44:44.851,Outback Oatmeal,10,3,30,mastercard,2373541407802683
1000957,2000053,3000005,2024-05-08 08:15:04.122,Tokyo Tidbits,5,3,15,mastercard,2346468875663484
1000958,2000192,3000026,2024-05-02 19:45:20.081,Golden Gate Ginger,5,3,15,amex,377764650709765
1000959,2000227,3000009,2024-05-11 08:55:34.297,Orchard Oasis,7,3,21,amex,371603744709447
1000960,2000119,3000010,2024-05-02 19:08:27.906,Tokyo Tidbits,2,3,6,mastercard,2273942307194331
1000962,2000193,3000038,2024-05-16 07:51:25.97,Golden Gate Ginger,10,3,30,amex,342252748040262
1000964,2000249,3000037,2024-05-15 13:05:45.524,Austin Almond Biscotti,10,3,30,visa,4934654277341076
1000965,2000013,3000008,2024-05-07 17:00:14.517,Golden Gate Ginger,5,3,15,mastercard,2716848523922626
1000966,2000281,3000008,2024-05-16 15:01:51.119,Outback Oatmeal,1,3,3,mastercard,2325171428643913
1000967,2000218,3000012,2024-05-06 03:07:47.888,Tokyo Tidbits,4,3,12,amex,348705036167638
1000968,2000068,3000041,2024-05-07 02:26:44.017,Outback Oatmeal,1,3,3,mastercard,2294544224048205
1000969,2000236,3000004,2024-05-07 12:17:37.771,Golden Gate Ginger,3,3,9,amex,371113468168887
1000970,2000171,3000019,2024-05-12 12:17:55.245,Tokyo Tidbits,9,3,27,visa,4826782156804574
1000971,2000221,3000045,2024-05-16 22:59:56.553,Orchard Oasis,10,3,30,mastercard,2232617126389748
1000973,2000179,3000004,2024-05-03 15:46:02.502,Austin Almond Biscotti,9,3,27,mastercard,5404359142521732
1000974,2000246,3000012,2024-05-03 14:35:25.739,Austin Almond Biscotti,10,3,30,amex,374130550901642
1000975,2000036,3000041,2024-05-03 21:43:25.674,Tokyo Tidbits,6,3,18,amex,371910613721555
1000977,2000007,3000043,2024-05-17 07:00:31.139,Golden Gate Ginger,2,3,6,mastercard,5365542445420689
1000978,2000123,3000010,2024-05-11 03:23:21.478,Tokyo Tidbits,9,3,27,mastercard,5343861095728689
1000979,2000044,3000032,2024-05-06 02:50:57.38,Austin Almond Biscotti,2,3,6,mastercard,2702608768509124
1000981,2000134,3000025,2024-05-04 13:32:30.856,Pearly Pies,7,3,21,amex,373399850468658
1000982,2000232,3000011,2024-05-07 03:43:40.278,Pearly Pies,8,3,24,amex,377686476519856
1000983,2000231,3000031,2024-05-08 04:09:57.17,Outback Oatmeal,10,3,30,mastercard,2252958217794742
1000984,2000161,3000001,2024-05-15 12:21:25.466,Pearly Pies,10,3,30,amex,341519406401130
1000985,2000101,3000010,2024-05-10 02:00:22.841,Pearly Pies,8,3,24,mastercard,5243970398561431
1000986,2000061,3000013,2024-05-04 12:09:44.345,Pearly Pies,8,3,24,amex,375574999703813
1000988,2000084,3000008,2024-05-08 15:58:42.972,Outback Oatmeal,8,3,24,mastercard,5209378125173623
1000989,2000271,3000032,2024-05-08 00:10:22.022,Austin Almond Biscotti,5,3,15,mastercard,5589975824903125
1000990,2000189,3000038,2024-05-04 08:12:04.16,Orchard Oasis,4,3,12,amex,374017974425102
1000991,2000120,3000029,2024-05-03 06:26:18.858,Tokyo Tidbits,9,3,27,visa,4307396001790462
1000992,2000172,3000034,2024-05-01 09:32:10.221,Tokyo Tidbits,1,3,3,amex,373463716585251
1000994,2000137,3000024,2024-05-08 06:37:28.534,Tokyo Tidbits,5,3,15,amex,376048234045578
1000995,2000030,3000006,2024-05-06 17:27:07.352,Tokyo Tidbits,6,3,18,amex,340417141025390
1000996,2000216,3000015,2024-05-05 03:30:20.438,Tokyo Tidbits,4,3,12,visa,4196392157707156
1000997,2000273,3000043,2024-05-07 16:11:15.877,Tokyo Tidbits,10,3,30,amex,373354399695345
1000998,2000285,3000011,2024-05-06 05:58:52.506,Orchard Oasis,9,3,27,amex,347395542812983
1001001,2000292,3000037,2024-05-01 13:47:27.017,Pearly Pies,10,3,30,mastercard,2234149508731238
1001002,2000095,3000013,2024-05-17 10:59:13.152,Outback Oatmeal,9,3,27,visa,4618019056735398
1001003,2000268,3000016,2024-05-04 05:33:38.146,Orchard Oasis,9,3,27,mastercard,5341885116361453
1001004,2000223,3000022,2024-05-12 10:20:49.604,Orchard Oasis,1,3,3,mastercard,2290510098297255
1001006,2000063,3000030,2024-05-06 05:31:44.206,Austin Almond Biscotti,5,3,15,visa,4384269555000743
1001007,2000276,3000010,2024-05-13 23:16:35.502,Tokyo Tidbits,3,3,9,visa,4242879554895943
1001008,2000104,3000034,2024-05-05 03:30:07.924,Austin Almond Biscotti,2,3,6,visa,4092763880247253
1001009,2000138,3000038,2024-05-03 10:54:52.059,Outback Oatmeal,8,3,24,amex,373399914212662
1001010,2000273,3000031,2024-05-12 15:45:38.774,Tokyo Tidbits,3,3,9,amex,340384502993170
1001011,2000011,3000035,2024-05-01 00:19:02.108,Golden Gate Ginger,6,3,18,mastercard,5346734972412957
1001012,2000207,3000004,2024-05-16 20:04:58.473,Golden Gate Ginger,4,3,12,amex,343166323630181
1001013,2000044,3000037,2024-05-16 04:34:53.223,Outback Oatmeal,2,3,6,mastercard,5529298851939877
1001014,2000251,3000033,2024-05-10 00:12:08.92,Orchard Oasis,8,3,24,visa,4564211944458564
1001015,2000141,3000013,2024-05-07 02:33:52.417,Tokyo Tidbits,9,3,27,amex,346297315837398
1001016,2000002,3000019,2024-05-01 19:01:45.183,Orchard Oasis,8,3,24,visa,4024614431777343
1001017,2000228,3000024,2024-05-12 04:23:11.784,Austin Almond Biscotti,4,3,12,visa,4932832164390685
1001019,2000206,3000003,2024-05-14 06:38:10.077,Outback Oatmeal,4,3,12,amex,340117965211874
1001020,2000224,3000030,2024-05-10 22:22:59.041,Pearly Pies,9,3,27,mastercard,2241733433029254
1001021,2000286,3000038,2024-05-03 01:35:58.372,Outback Oatmeal,8,3,24,mastercard,2275855136159564
1001022,2000134,3000003,2024-05-02 03:10:09.607,Golden Gate Ginger,7,3,21,visa,4756498139503787
1001025,2000072,3000027,2024-05-11 19:14:01.026,Pearly Pies,9,3,27,visa,4970269150310471
1001026,2000296,3000013,2024-05-14 02:13:16.535,Orchard Oasis,2,3,6,mastercard,2298537024370353
1001027,2000003,3000034,2024-05-07 13:09:26.328,Pearly Pies,4,3,12,visa,4060595792401935
1001028,2000145,3000009,2024-05-13 08:29:17.16,Tokyo Tidbits,8,3,24,mastercard,2718147097078107
1001029,2000237,3000001,2024-05-08 06:13:29.024,Pearly Pies,4,3,12,mastercard,2234425918852875
1001030,2000137,3000044,2024-05-13 22:23:17.478,Tokyo Tidbits,2,3,6,mastercard,2229377984543309
1001031,2000188,3000017,2024-05-07 19:43:17.244,Tokyo Tidbits,6,3,18,amex,347892471552531
1001032,2000064,3000013,2024-05-17 02:59:59.757,Orchard Oasis,8,3,24,visa,4671672670316831
1001033,2000032,3000016,2024-05-06 14:50:54.108,Tokyo Tidbits,10,3,30,visa,4405872807166975
1001034,2000284,3000007,2024-05-13 06:36:18.307,Pearly Pies,2,3,6,mastercard,2253190138901821
1001035,2000234,3000008,2024-05-06 05:52:02.91,Austin Almond Biscotti,5,3,15,mastercard,5389219410079640
1001036,2000114,3000027,2024-05-12 18:39:19.664,Golden Gate Ginger,9,3,27,mastercard,5287042105156942
1001038,2000261,3000006,2024-05-15 09:38:51.551,Austin Almond Biscotti,4,3,12,amex,343882623575419
1001039,2000097,3000029,2024-05-11 01:52:42.489,Tokyo Tidbits,7,3,21,mastercard,2689164594384099
1001040,2000163,3000017,2024-05-06 23:08:30.906,Pearly Pies,8,3,24,visa,4420496283845836
